BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,DateApproved,Lender
"EXCLUSIVE WIRELESS, INC.",1320 W HERNDON AVE,FRESNO,CA,93711,531120,Corporation,500,4/7/2020,Citizens Business Bank
F &AMP; B ASSOCIATES INC,4901 Morena Blvd Ste 1107,SAN DIEGO,CA,92117,722320,Corporation,475,5/3/2020,"Bank of America, National Association"
"F-PMAB, LLC",100 Spectrum Center Dr. Suite 1240,IRVINE,CA,92618,722511,Limited  Liability Company(LLC),500,4/14/2020,Bank of the West
FAIRMONT PRIVATE SCHOOLS,1575 MABLE ST,ANAHEIM,CA,92802,611110,Corporation,362,4/7/2020,City National Bank
FARADAY & FUTURE INC,18455 S FIGUEROA ST,GARDENA,CA,90248,336111,Corporation,237,4/11/2020,East West Bank
FARELLA BRAUN + MARTEL LLP,235 Montgomery St Fl 17,SAN FRANCISCO,CA,94104,541110,Partnership,160,4/10/2020,First Republic Bank
FEAST FOODS LLC,"41760 Ivy Street, Suite 201",MURRIETA,CA,92562,722513,Limited  Liability Company(LLC),,4/13/2020,Pacific Western Bank
"FISH MARKET RESTAURANTS, INC.",1 Tuna Lane,SAN DIEGO,CA,92101,722511,Corporation,500,4/28/2020,"MUFG Union Bank, National Association"
FIVE ACRES,760 W. MOUNTAIN VIEW STREET,ALTADENA,CA,91001,623990,Non-Profit Organization,,5/3/2020,"Wells Fargo Bank, National Association"
"FM RESTAURANTS EL TORITO OPCO, LLC",11065 KNOTT AVE STE A,CYPRESS,CA,90630,722511,Limited  Liability Company(LLC),63,4/8/2020,Partners Bank of California
FMT SJ LLC,3223 Crow Canyon Road STE 300,SAN RAMON,CA,94583,721110,Limited  Liability Company(LLC),459,4/30/2020,"Bank of America, National Association"
"FOOTHILL HEALTH CENTER, INC.","2670 S. White Road Suite 200,",SAN JOSE,CA,95148,622110,Non-Profit Organization,355,4/13/2020,City National Bank
"FOR LIFE INTERNATIONAL, INC.",1400 MONTEFINO AVE,DIAMOND BAR,CA,91765,541513,Corporation,0,4/6/2020,First Choice Bank
FOUNDATION PHYSICIANS MEDICAL GROUP,3400 Data Drive,RANCHO CORDOVA,CA,95670,621399,Corporation,,5/3/2020,Greater Nevada CU
FOX TRANSPORTATION,8610 HELMS AVE,RANCHO CUCAMONGA,CA,91730,541614,Corporation,355,4/10/2020,First Choice Bank
FPI MANAGEMENT INC.,800 IRON POINT RD,FOLSOM,CA,95630,531311,Subchapter S Corporation,500,4/30/2020,First-Citizens Bank & Trust Company
FRANCIS FORD COPPOLA PRESENTS LLC,300 Via Archimedes,GEYSERVILLE,CA,95441,312130,Limited  Liability Company(LLC),469,4/28/2020,"American AgCredit, ACA"
"FRANK M. BOOTH, INC.",222 3RD ST,MARYSVILLE,CA,95901,238220,Subchapter S Corporation,250,4/10/2020,River City Bank
FRANK RIMERMAN + CO. LLP,1 EMBARCADERO CTR,SAN FRANCISCO,CA,94111,541211,Limited  Liability Company(LLC),110,4/7/2020,Western Alliance Bank
FRANK'S AUTOMOTIVE INC,1520 S J St,TULARE,CA,93274,811198,Subchapter S Corporation,9,4/13/2020,Mechanics Bank
FRED FINCH YOUTH CENTER,3800 COOLIDGE AVE,OAKLAND,CA,94602,621112,Non-Profit Organization,362,4/5/2020,City National Bank
FREE STREAM MEDIA CORP.,118 KING STREET,SAN FRANCISCO,CA,94107,515210,Corporation,250,4/15/2020,Pacific Western Bank
"FREEDOM FOREVER, LLC",43445 BUSINESS PARK DR,TEMECULA,CA,92590,221122,Limited  Liability Company(LLC),450,4/27/2020,City National Bank
FRONTEO USA INC,611 MISSIO ST 4TH FLOOR,SAN FRANCISCO,CA,94105,541199,Corporation,434,5/18/2020,"MUFG Union Bank, National Association"
FUN EATS AND DRINKS LLC,12730 HIGH BLUFF DR SUITE 250,SAN DIEGO,CA,92130,722513,Limited  Liability Company(LLC),0,4/14/2020,"C3Bank, National Association"
"GALPIN MOTORS, INC",15505 ROSCOE BLVD,NORTH HILLS,CA,91343,441110,Corporation,367,4/11/2020,Sunwest Bank
"GARAVENTA ENTERPRISES, INC.",4080 Mallard Drive,CONCORD,CA,94520,562111,Corporation,417,4/27/2020,"MUFG Union Bank, National Association"
GARDNER FAMILY HEALTH NETWORK INC,160 E Virginia St Ste 100,SAN JOSE,CA,95112,621498,Non-Profit Organization,490,4/30/2020,"Bank of America, National Association"
GARRATT CALLAHAN COMPANY,50 Ingold Road,BURLINGAME,CA,94010,221310,Corporation,380,4/12/2020,"MUFG Union Bank, National Association"
"GARY AND BECKY VICK, INC.",40 WINHAM ST,SALINAS,CA,93901,722513,Subchapter S Corporation,172,4/14/2020,Mechanics Bank
GDM HOTEL PROPERTIES LLC,909 Montgomery St Ste 400,SAN FRANCISCO,CA,94133,721110,Limited  Liability Company(LLC),0,4/28/2020,First Republic Bank
GENEVA STAFFING INC,15941 RED HILL SUITE 100,TUSTIN,CA,92780,,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
GETAROUND INC,55 Green St.,SAN FRANCISCO,CA,94111,485999,Corporation,448,4/28/2020,Silicon Valley Bank
"GHILOTTI BROS., INC.",525 JACOBY ST,SAN RAFAEL,CA,94901,237310,Corporation,262,4/10/2020,Tri Counties Bank
"GHILOTTI CONSTRUCTION COMPANY, INC.",246 Ghilotti Ave,SANTA ROSA,CA,95407,237310,Corporation,348,4/14/2020,BMO Harris Bank National Association
GHP MANAGEMENT INC.,1082 W 7th Street,LOS ANGELES,CA,90017,531312,Subchapter S Corporation,425,4/28/2020,"U.S. Bank, National Association"
GIAMPOLINI & CO.,1482 67TH ST,EMERYVILLE,CA,94608,238990,Corporation,344,4/9/2020,California Bank of Commerce
"GIBSON OVERSEAS, INC.",2410 YATES AVE,COMMERCE,CA,90040,423220,Corporation,460,4/15/2020,"MUFG Union Bank, National Association"
GINO MORENA ENTERPRISES LLC,111 Starlite St,SOUTH SAN FRANCISCO,CA,94080,812112,Limited  Liability Company(LLC),500,5/3/2020,"Bank of America, National Association"
GLENN A RICK ENGINEERING AND DEVELOPMENT CO.,5620 Friars Rd.,SAN DIEGO,CA,92110,541330,Corporation,500,5/3/2020,"Zions Bank, A Division of"
"GOLDEN EMPIRE MORTGAGE, INC.",1200 Discovery Drive Suite 300,BAKERSFIELD,CA,93309,522292,Subchapter S Corporation,489,4/10/2020,Valley Republic Bank
GOLDEN GATE NATIONAL PARKS CONSERVANCY,201 FORT MASON 3rd Floor,SAN FRANCISCO,CA,94123,712190,Professional Association,338,4/8/2020,City National Bank
GOLDEN GATE UNIVERSITY,536 Mission St,SAN FRANCISCO,CA,94105,611310,Non-Profit Organization,354,4/27/2020,First Republic Bank
"GOULD MEDICAL GROUP, INC.",600 COFFEE RD,MODESTO,CA,95355,621111,Corporation,459,4/14/2020,"Bank of America, National Association"
GRANADA HILLS CHARTER,10535 ZELZAH AVE,GRANADA HILLS,CA,91344,611110,Non-Profit Organization,443,4/11/2020,East West Bank
"GREAT AMERICAN CHICKEN CORP, INC.","1990 S Bundy Dr., Suite 250",LOS ANGELES,CA,90025,722513,Corporation,0,4/4/2020,Woodforest National Bank
GREYSTONE INVESTMENT ASSOCIATES INC,46 E Colorado Blvd,PASADENA,CA,91105,722511,Subchapter S Corporation,26,4/27/2020,Celtic Bank Corporation
GRILL CONCEPTS INC,6171 W Century Blvd Ste 360,LOS ANGELES,CA,90045,722511,Subchapter S Corporation,500,4/14/2020,"Bank of America, National Association"
GRISWOLD INDUSTRIES,1701 PLACENTIA AVE,COSTA MESA,CA,92627,332912,Subchapter S Corporation,492,4/11/2020,Comerica Bank
GROUPWARE TECHNOLOGY INC,541 DIVISION STREET,CAMPBELL,CA,95008,541512,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
GUITTARD CHOCOLATE HOLDINGS CO,10 GUITTARD RD.,BURLINGAME,CA,94010,311351,Sole Proprietorship,,5/3/2020,"Wells Fargo Bank, National Association"
GUMGUM INC,"1314 7th Street, 4th Floor, 6th Floor",SANTA MONICA,CA,90401,541890,Corporation,297,4/29/2020,Silicon Valley Bank
GWLA ACQUISITION CORP,8600 Rheem Ave,SOUTH GATE,CA,90280,327215,Corporation,500,4/10/2020,"Zions Bank, A Division of"
H.F. COX INC.,118 Cox Transport Way,BAKERSFIELD,CA,93307,484220,Subchapter S Corporation,324,4/11/2020,Valley Republic Bank
HALL AMBULANCE SERVICE INC,1001  21ST ST,BAKERSFIELD,CA,93301,621910,Corporation,458,4/11/2020,Comerica Bank
HARBINGER GROUP LLC,9777 Blue Larkspur Ln Ste 102,MONTEREY,CA,93940,424480,Limited  Liability Company(LLC),421,4/15/2020,"Bank of America, National Association"
HARBOR RAIL SERVICES COMPANY,1550 W. COLORADO BLVD,PASADENA,CA,91105,488210,Corporation,450,4/11/2020,City National Bank
"HARDIN HOLDINGS, INC.",22707 S. WILMINGTON AVE,CARSON,CA,90745,562910,Corporation,473,4/15/2020,Comerica Bank
HATHAWAY-SYCAMORES CHILD AND FAMILY SERVICES,100 West Walnut Street Suite 375,PASADENA,CA,91103,624110,Corporation,500,4/27/2020,"Harvest Small Business Finance, LLC"
"HAVEN HEALTH GROUP, LLC","31752 COAST HWY, STE 300",LAGUNA BEACH,CA,92651,623110,Limited  Liability Company(LLC),500,4/10/2020,East West Bank
HAWTHORNE MACHINERY CO.,16945 CAMINO SAN BERNARDO,SAN DIEGO,CA,92127,423810,Corporation,489,4/6/2020,Comerica Bank
"HEART HOSPITAL OF BK, LLC",3001 SILLECT AVE,BAKERSFIELD,CA,93308,622110,Limited  Liability Company(LLC),417,4/8/2020,Pacific Premier Bank
HENRY E. HUNTINGTON LIBRARY AND ART GALLERY,1151 OXFORD RD,SAN MARINO,CA,91108,712110,Non-Profit Organization,487,4/9/2020,City National Bank
HI-TEMP INSULATION,4700 CALLE ALTO,CAMARILLO,CA,93012,332119,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
HILLSIDES,815 COLORADO BLVD SUITE 300,LOS ANGELES,CA,90041,623220,Non-Profit Organization,480,4/30/2020,City National Bank
"HIRED, INC.",612 HOWARD ST #100,SAN FRANCISCO,CA,94105,561311,Corporation,156,4/13/2020,Central Pacific Bank
HMC HOLDINGS,3546 Concours St.,ONTARIO,CA,91764,541310,Subchapter S Corporation,351,4/30/2020,"Zions Bank, A Division of"
"HOF'S HUT RESTAURANT, INC.",2601 E WILLOW ST,SIGNAL HILL,CA,90755,722511,Subchapter S Corporation,500,4/7/2020,City National Bank
"HOME ORGANIZERS, INC.",3860 CAPITOL AVE,CITY OF INDUSTRY,CA,90601,551114,Corporation,464,4/27/2020,"OneWest Bank, A Division of"
HOMELIGHT INC.,"100 1st Street, Suite 2600",SAN FRANCISCO,CA,94105,531210,Corporation,213,4/10/2020,"BankUnited, National Association"
HOSOPO INC,27368 Via Industria,TEMECULA,CA,92590,238210,Corporation,113,4/14/2020,Pacific Mercantile Bank
HOSPICE BY THE BAY,17 E SIR FRANCIS DRAKE BLVD,LARKSPUR,CA,94939,621610,Non-Profit Organization,399,4/27/2020,Bank of Marin
"HOSPITALITY TEAM MEMBERS, INC.",300 RANCHEROS DR,SAN MARCOS,CA,92069,721199,Corporation,442,4/6/2020,Western Alliance Bank
"HOST HEALTHCARE, INC.",4225 EXECUTIVE SQ Ste 1500,LA JOLLA,CA,92037,561320,Corporation,485,4/28/2020,Bank of the West
"HUNSAKER &#X26; ASSOCIATES IRVINE, INC.",3 HUGHES,IRVINE,CA,92618,,Corporation,205,5/3/2020,"MUFG Union Bank, National Association"
IL FORNAIO (AMERICA) LLC,"770 TAMALPAIS DR, SUITE 400",CORTE MADERA,CA,94925,722511,Limited  Liability Company(LLC),0,6/23/2020,Signature Bank
"IMPETUS TECHNOLOGIES, INC.",720 UNIVERSITY AVE,LOS GATOS,CA,95032,541519,Corporation,221,5/3/2020,"MUFG Union Bank, National Association"
INNOVASYSTEMS INTL LLC,2385 Northside Drive Ste 300,SAN DIEGO,CA,92108,453998,Sole Proprietorship,300,4/14/2020,"Readycap Lending, LLC"
INNOVATIVE CONSTRUCTION SOLUTI,575 ANTON BLVD Ste 850,COSTA MESA,CA,92626,541620,Corporation,243,4/10/2020,Umpqua Bank
INTELLISWIFT SOFTWARE INC,39600 BALENTINE DR STE 200,NEWARK,CA,94560,541511,Corporation,425,5/3/2020,"Bank of America, National Association"
INTERDENT SERVICE CORPORATION,9800 S. La Cienega Blvd.#800,INGLEWOOD,CA,90301,561110,Corporation,500,4/27/2020,GBC International Bank
"INVIVOSCRIBE, INC.",10222 Barnes Canyon Rd. Bldg 1,SAN DIEGO,CA,92121,541711,Corporation,177,4/13/2020,Bank of the West
"ISLANDS RESTAURANTS, L.P.",5760 Fleet St Suite 100 0.0,CARLSBAD,CA,92008,722511,Partnership,500,4/14/2020,"JPMorgan Chase Bank, National Association"
ITO INCORPORATED,431 ISIS AVE,INGLEWOOD,CA,90301,722310,Subchapter S Corporation,500,4/9/2020,City National Bank
"J DAVID GLADSTONE INSTITUTES, THE",1650 Owens St,SAN FRANCISCO,CA,94158,541720,Non-Profit Organization,430,5/3/2020,"Bank of America, National Association"
"J.T. WIMSATT CONTRACTING CO., INC.","28064 AVENUE STANFORD, Unit B",VALENCIA,CA,91355,238110,Corporation,235,4/27/2020,Preferred Bank
J.W. MCCLENAHAN CO,2301 PALM AVE,SAN MATEO,CA,94403,238220,Corporation,159,4/7/2020,Western Alliance Bank
JAKKS PACIFIC INC,2951 28TH STREET,SANTA MONICA,CA,90405,423920,Corporation,0,5/6/2020,"Wells Fargo Bank, National Association"
"JAMS, INC.",18881 VON KARMAN AVE Suite 350,IRVINE,CA,92612,541990,Subchapter S Corporation,242,4/7/2020,City National Bank
JAMUL INDIAN VILLAGE DEVELOPMENT CORP,14145 CAMPO RD,JAMUL,CA,91935,713210,Corporation,500,4/30/2020,"U.S. Bank, National Association"
JEI HOLDINGS LLC,16700 ROSCOE BLVD HNGR C,VAN NUYS,CA,91406,481211,Limited  Liability Company(LLC),409,4/8/2020,Fifth Third Bank
JELLY BELLY CANDY COMPANY,1 Jelly Belly Lane,FAIRFIELD,CA,94533,311340,Corporation,500,4/27/2020,"Bank of America, National Association"
"JERRY LEIGH OF CALIFORNIA, INC",7860 Nelson Road,VAN NUYS,CA,91402,525920,Corporation,455,4/11/2020,"MUFG Union Bank, National Association"
JMR BAY AREA ENTERPRISES LLC,25920 Eden Landing Rd,HAYWARD,CA,94545,423830,Limited  Liability Company(LLC),293,4/14/2020,"Bank of America, National Association"
JON K. TAKATA CORPORATION,4142 POINT EDEN WAY,HAYWARD,CA,94545,562910,Corporation,372,4/11/2020,Comerica Bank
"JONATHAN LOUIS INTERNATIONAL, LTD.",12919 South Figueroa St,LOS ANGELES,CA,90061,337121,Corporation,500,4/15/2020,"Harvest Small Business Finance, LLC"
JYVE CORPORATION,832 Sansome 1st Fl,SAN FRANCISCO,CA,94111,511210,Corporation,376,4/12/2020,Silicon Valley Bank
KALESTA HEALTHCARE GROUP,599 Menlo Drive,ROCKLIN,CA,95765,623312,Limited  Liability Company(LLC),500,4/28/2020,IncredibleBank
KARMA AUTOMOTIVE LLC,9950 Jeronimo Road 0,IRVINE,CA,92618,336111,Limited  Liability Company(LLC),463,4/27/2020,"Citibank, N.A."
KATEEVA INC,7015 GATEWAY BLVD,NEWARK,CA,94560,423830,Corporation,275,4/10/2020,East West Bank
KEECO LLC,26460 CORPORATE AVE SUITE 250,HAYWARD,CA,94545,314999,Limited  Liability Company(LLC),500,4/29/2020,IBERIABANK
"KELLWOOD APPAREL, LLC",13071 Temple Ave 0.0,CITY OF INDUSTRY,CA,91746,424330,Limited  Liability Company(LLC),490,4/15/2020,"JPMorgan Chase Bank, National Association"
"KIMCO STAFFING SERVICES, INC.",17872 COWAN,IRVINE,CA,92614,561320,Subchapter S Corporation,500,4/11/2020,City National Bank
"KING'S SEAFOOD COMPANY, LLC",3185 AIRWAY AVE,COSTA MESA,CA,92626,722511,Limited  Liability Company(LLC),500,4/14/2020,City National Bank
"KINGS & CONVICTS BP, LLC",9045 Carroll Way 0.0,SAN DIEGO,CA,92121,722410,Limited  Liability Company(LLC),500,4/9/2020,"JPMorgan Chase Bank, National Association"
KINKISHARYO INTERNATIONAL LLC,1960 E GRAND AVE Ste 1210,EL SEGUNDO,CA,90245,336510,Limited  Liability Company(LLC),319,4/7/2020,City National Bank
KIRKHILL AIRCRAFT PARTS CO,3120 ENTERPRISE STREET,BREA,CA,92821,423860,Subchapter S Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
"KNOBBE, MARTENS, OLSON & BEAR, LLP",2040 Main Street   14th Floor 0.0,IRVINE,CA,92614,541110,Partnership,461,4/10/2020,"JPMorgan Chase Bank, National Association"
"KORE1, LLC",530 Technology Dr. 150,IRVINE,CA,92618,561311,Limited  Liability Company(LLC),283,4/7/2020,CommerceWest Bank
"KOREAN AIR LINES CO, LTD",900 WILSHIRE BLVD STE 1100,LOS ANGELES,CA,90017,481111,Corporation,500,4/29/2020,"HSBC Bank USA, National Association"
KQED INC,2601 Mariposa St,SAN FRANCISCO,CA,94110,813319,Non-Profit Organization,419,4/9/2020,"CRF Small Business Loan Company, LLC"
"KTGY GROUP, INC.",17911 VON KARMAN AVE,IRVINE,CA,92614,541310,Corporation,318,4/15/2020,Pacific Western Bank
"LA JOLLA GROUP, INC.",14350 MYFORD RD,IRVINE,CA,92606,448150,Subchapter S Corporation,98,4/7/2020,City National Bank
LA JOLLA INSTITUTE FOR IMMUNOLOGY,9420 ATHENA CIR,LA JOLLA,CA,92037,621511,Non-Profit Organization,376,4/5/2020,"Bank of Southern California, National Association"
LAFAYETTE YOUTH BASEBALL ASSOCIATION,PO BOX 395,LAFAYETTE,CA,94549,814110,Corporation,,5/6/2020,Radius Bank
LANDMARK WORLDWIDE LLC,353 SACRAMENTO ST Suite 200,SAN FRANCISCO,CA,94111,611699,Limited  Liability Company(LLC),267,4/29/2020,Comerica Bank
"LANDSCAPE DEVELOPMENT, INC.",28447 Witherspoon Parkway,VALENCIA,CA,91355,561730,Subchapter S Corporation,500,5/6/2020,Bank of the West
"LASERAWAY MEDICAL GROUP, INC.",307 S. ROBERTSON BLVD,BEVERLY HILLS,CA,90211,812112,Corporation,411,4/11/2020,"Bank of Southern California, National Association"
LAZY DOG RESTAURANTS LLC,"3337 Susan St., Ste 100",COSTA MESA,CA,92626,722511,Limited  Liability Company(LLC),500,4/7/2020,First Horizon Bank
LEAF GROUP LTD.,1655 26th Street,SANTA MONICA,CA,90404,519130,Corporation,332,4/13/2020,Silicon Valley Bank
LEGACY/COLLIER HOLDINGS LLC,950 Tower Lane Suite 900,FOSTER CITY,CA,94404,531110,Limited  Liability Company(LLC),75,4/9/2020,"JPMorgan Chase Bank, National Association"
LES BEAUX INTERIORS INC,224 CENTER PL,MANHATTAN BEACH,CA,90266,337122,Subchapter S Corporation,9,4/15/2020,Idaho First Bank
LETTER RIDE LLC,6120 BUSINESS CENTER COURT SUITE 500,SAN DIEGO,CA,92154,492110,Limited  Liability Company(LLC),,5/3/2020,"Wells Fargo Bank, National Association"
LILJA CORP.,229 Rickenbacker Cir.,LIVERMORE,CA,94551,238990,Subchapter S Corporation,127,4/12/2020,California Bank of Commerce
"LITHOGRAPHIX, INC.",12250 CRENSHAW BLVD,HAWTHORNE,CA,90250,323111,Corporation,282,4/11/2020,Bank of the West
LOS COYOTES VETERINARY PRACTICE PC,3599 N LOS COYOTES DIAGONAL STE B,LONG BEACH,CA,90808,541940,Corporation,10,5/3/2020,"Bank of America, National Association"
LOTUS COMMUNICATIONS CORP.,330 BARHAM BLVD,LOS ANGELES,CA,90068,515112,Corporation,250,4/3/2020,City National Bank
"LPA, INC.","5301 California Avenue, Suite 100",IRVINE,CA,92617,541310,Corporation,400,4/13/2020,"Zions Bank, A Division of"
LUNDQUIST INSTITUTE FOR BIOMEDICAL INNOVATION AT HARBOR-UCLA MEDICAL CENTER,1124 W. CARSON ST MRL #444,TORRANCE,CA,90502,541714,Non-Profit Organization,500,4/12/2020,Pacific Premier Bank
"LUSAMERICA FOODS, INC.",16480 RAILROAD AVE,MORGAN HILL,CA,95037,424460,Subchapter S Corporation,360,4/6/2020,City National Bank
"M.S. AEROSPACE, INC.",13928 Balboa Blvd,SYLMAR,CA,91342,332722,Corporation,417,4/8/2020,City National Bank
MAC-D CONCORD INC,2268 Camino Ramon 0.0,SAN RAMON,CA,94583,722513,Subchapter S Corporation,500,4/10/2020,"JPMorgan Chase Bank, National Association"
MACIAS GINI & COMPANY LLP,2020 CENTURY PARK Suite 1500,LOS ANGELES,CA,90067,541211,Partnership,336,4/7/2020,City National Bank
"MAD ENGINE, LLC",6740 COBRA WAY Ste 100,SAN DIEGO,CA,92121,424320,Limited  Liability Company(LLC),244,4/14/2020,Comerica Bank
"MADSEN, KNEPPERS AND ASSOCIATES, INC.",100 PRINGLE AVE STE 340,WALNUT CREEK,CA,94596,541618,Corporation,294,4/15/2020,"Bank of America, National Association"
MAGNOLIA EDUCATIONAL & RESEARCH FOUNDATION,250 E 1ST ST,LOS ANGELES,CA,90012,541713,Non-Profit Organization,409,4/16/2020,"Citibank, N.A."
"MAGNUM DRYWALL, INC",42027 Boscell Rd,FREMONT,CA,94538,212321,Corporation,408,4/28/2020,BBVA USA
MAIN ELECTRIC SUPPLY COMPANY LLC,3600 W SEGERSTROM AVE,SANTA ANA,CA,92704,327110,Limited  Liability Company(LLC),487,4/8/2020,Umpqua Bank
"MAINZ BRADY GROUP, INC.",PO Box 620375,WOODSIDE,CA,94062,561320,Subchapter S Corporation,262,4/27/2020,Riverview Bank
MANGAN INC,3901 Via Oro Ave,LONG BEACH,CA,90810,541330,Corporation,425,4/27/2020,"MUFG Union Bank, National Association"
"MANNA COLORADO, LLC",2339 11th Street,ENCINITAS,CA,92024,722513,Limited  Liability Company(LLC),500,4/8/2020,The Huntington National Bank
"MANNA DEVELOPMENT GROUP, LLC",2339 11th Street,ENCINITAS,CA,92024,722513,Corporation,500,4/8/2020,The Huntington National Bank
"MANNING & KASS, ELLROD, RAMIREZ TRESTER LLP",801 S FIGUEROA ST 15TH FLOOR,LOS ANGELES,CA,90017,541110,Limited Liability Partnership,275,4/27/2020,Pacific Premier Bank
"MARIANI NUT COMPANY, A CALIFORNIA GENERAL PARTNERSHIP",709 Dutton St,WINTERS,CA,95694,115114,Partnership,484,4/27/2020,"Bank of America, National Association"
"MARIANI PACKING CO., INC.",500 Crocker Drive,VACAVILLE,CA,95688,311423,Corporation,415,4/7/2020,River City Bank
"MARINA LANDSCAPE, INC.",3707 W GARDEN GROVE BLVD,ORANGE,CA,92868,541320,Corporation,443,4/8/2020,Commercial Bank of California
"MARKWINS BEAUTY BRANDS, INC",22067 Ferrero Parkway 0.0,CITY OF INDUSTRY,CA,91789,325620,Corporation,269,4/9/2020,"JPMorgan Chase Bank, National Association"
"MARQUES PIPELINE, INC.",7225  26TH ST,RIO LINDA,CA,95673,237110,Corporation,,4/11/2020,Heritage Bank of Commerce
MARROMAC INC,42913 Capital Dr Ste 106 0.0,LANCASTER,CA,93535,722513,Corporation,500,4/11/2020,"JPMorgan Chase Bank, National Association"
"MARTIN BROS./MARCOWALL, INC",17104 S FIGUEROA ST,GARDENA,CA,90248,238310,Corporation,425,4/14/2020,Umpqua Bank
MARVIN ENGINEERING CO INC.,261 W. BEACH AVE,INGLEWOOD,CA,90302,336413,Corporation,500,4/29/2020,Comerica Bank
MATCHMASTER DYEING & FINISHING,3750 S Broadway Place,LOS ANGELES,CA,90007,313240,Corporation,500,4/11/2020,"MUFG Union Bank, National Association"
MATRIX HG INC.,115 Mason Circle,CONCORD,CA,94520,238220,Corporation,190,4/8/2020,"Zions Bank, A Division of"
MCMILLAN ELECTRIC,1950 ceaser chavez street,SAN FRANCISCO,CA,94124,238210,Corporation,328,4/12/2020,"MUFG Union Bank, National Association"
"MDC VACUUM PRODUCTS, LLC",30962 SANTANA ST,HAYWARD,CA,94544,334413,Limited  Liability Company(LLC),219,4/28/2020,East West Bank
"MEDIA RES STUDIO, LLC",6255 W SUNSET BLVD STE 680,LOS ANGELES,CA,90028,512110,Limited  Liability Company(LLC),345,4/14/2020,City National Bank
"MEDICAL CLINIC OF SACRAMENTO, INC.",3000 Q ST,SACRAMENTO,CA,95816,621111,Corporation,423,4/13/2020,Five Star Bank
"MENDOCINO COMMUNITY HEALTH CLINIC, INC.",333 LAWS AVE,UKIAH,CA,95482,923120,Non-Profit Organization,318,4/14/2020,Savings Bank of Mendocino County
MERCER FRASER COMPANY,PO BOX 1006,EUREKA,CA,95502,212321,Corporation,90,4/7/2020,Umpqua Bank
"MERIT LOGISTICS, LLC","33332 VALLE RD, SUITE 100",SAN JUAN CAPISTRANO,CA,92675,493190,Limited  Liability Company(LLC),500,4/28/2020,BMO Harris Bank National Association
MERRY X-RAY CHEMICAL CORP,4909 Murphy Canyon Rd Ste 120,SAN DIEGO,CA,92123,423450,Corporation,454,5/3/2020,"Bank of America, National Association"
METRO SERVICES GROUP,626 Wilshire Blvd #300,LOS ANGELES,CA,90017,561720,Corporation,500,5/12/2020,"JPMorgan Chase Bank, National Association"
