zip,businessname,address,city,state,naicscode,businesstype,jobsretained,dateapproved,lender
94108,ENVIRONMENTAL SCIENCE ASSOCIATES,550 Kearny Street Suite 800,SAN FRANCISCO,CA,541990.0,Subchapter S Corporation,499.0,4/10/2020,First American Bank
94509,EPIC CARE,2345 Country Hills Ste 100,ANTIOCH,CA,621112.0,Corporation,447.0,4/9/2020,First-Citizens Bank & Trust Company
94566,EPIC PERSONNEL PARTNERS LLC,1006 SHOTWELL COURT,PLEASANTON,CA,561320.0,Limited  Liability Company(LLC),500.0,5/19/2020,Community Federal Savings Bank
92123,EPSILON SYSTEMS SOLUTIONS INC,9242 LIGHTWAVE AVE Ste 100,SAN DIEGO,CA,336611.0,Corporation,500.0,4/10/2020,Umpqua Bank
90045,EROPCAR MOBILITY GROUP,5500 W. CENTURY BLVD,LOS ANGELES,CA,532111.0,Corporation,500.0,5/14/2020,"Santander Bank, National Association"
90250,EUREKA RESTAURANT GROUP LLC,12101 S CRESHAW BLVD,HAWTHORNE,CA,722511.0,Limited  Liability Company(LLC),500.0,4/27/2020,Stearns Bank National Association
92109,"EVANS HOTELS, LLC",998 WEST MISSION BAY DR,SAN DIEGO,CA,721110.0,Limited  Liability Company(LLC),500.0,4/4/2020,City National Bank
91364,EXACT STAFF,21031 Ventura Blvd. Ste 501,WOODLAND HILLS,CA,561320.0,Subchapter S Corporation,500.0,4/15/2020,Signature Bank
93711,"EXCLUSIVE WIRELESS, INC.",1320 W HERNDON AVE,FRESNO,CA,531120.0,Corporation,500.0,4/7/2020,Citizens Business Bank
92117,F &AMP; B ASSOCIATES INC,4901 Morena Blvd Ste 1107,SAN DIEGO,CA,722320.0,Corporation,475.0,5/3/2020,"Bank of America, National Association"
92618,"F-PMAB, LLC",100 Spectrum Center Dr. Suite 1240,IRVINE,CA,722511.0,Limited  Liability Company(LLC),500.0,4/14/2020,Bank of the West
92802,FAIRMONT PRIVATE SCHOOLS,1575 MABLE ST,ANAHEIM,CA,611110.0,Corporation,362.0,4/7/2020,City National Bank
90248,FARADAY & FUTURE INC,18455 S FIGUEROA ST,GARDENA,CA,336111.0,Corporation,237.0,4/11/2020,East West Bank
94104,FARELLA BRAUN + MARTEL LLP,235 Montgomery St Fl 17,SAN FRANCISCO,CA,541110.0,Partnership,160.0,4/10/2020,First Republic Bank
92562,FEAST FOODS LLC,"41760 Ivy Street, Suite 201",MURRIETA,CA,722513.0,Limited  Liability Company(LLC),,4/13/2020,Pacific Western Bank
92101,"FISH MARKET RESTAURANTS, INC.",1 Tuna Lane,SAN DIEGO,CA,722511.0,Corporation,500.0,4/28/2020,"MUFG Union Bank, National Association"
91001,FIVE ACRES,760 W. MOUNTAIN VIEW STREET,ALTADENA,CA,623990.0,Non-Profit Organization,,5/3/2020,"Wells Fargo Bank, National Association"
90630,"FM RESTAURANTS EL TORITO OPCO, LLC",11065 KNOTT AVE STE A,CYPRESS,CA,722511.0,Limited  Liability Company(LLC),63.0,4/8/2020,Partners Bank of California
94583,FMT SJ LLC,3223 Crow Canyon Road STE 300,SAN RAMON,CA,721110.0,Limited  Liability Company(LLC),459.0,4/30/2020,"Bank of America, National Association"
95148,"FOOTHILL HEALTH CENTER, INC.","2670 S. White Road Suite 200,",SAN JOSE,CA,622110.0,Non-Profit Organization,355.0,4/13/2020,City National Bank
91765,"FOR LIFE INTERNATIONAL, INC.",1400 MONTEFINO AVE,DIAMOND BAR,CA,541513.0,Corporation,0.0,4/6/2020,First Choice Bank
95670,FOUNDATION PHYSICIANS MEDICAL GROUP,3400 Data Drive,RANCHO CORDOVA,CA,621399.0,Corporation,,5/3/2020,Greater Nevada CU
91730,FOX TRANSPORTATION,8610 HELMS AVE,RANCHO CUCAMONGA,CA,541614.0,Corporation,355.0,4/10/2020,First Choice Bank
95630,FPI MANAGEMENT INC.,800 IRON POINT RD,FOLSOM,CA,531311.0,Subchapter S Corporation,500.0,4/30/2020,First-Citizens Bank & Trust Company
95441,FRANCIS FORD COPPOLA PRESENTS LLC,300 Via Archimedes,GEYSERVILLE,CA,312130.0,Limited  Liability Company(LLC),469.0,4/28/2020,"American AgCredit, ACA"
95901,"FRANK M. BOOTH, INC.",222 3RD ST,MARYSVILLE,CA,238220.0,Subchapter S Corporation,250.0,4/10/2020,River City Bank
94111,FRANK RIMERMAN + CO. LLP,1 EMBARCADERO CTR,SAN FRANCISCO,CA,541211.0,Limited  Liability Company(LLC),110.0,4/7/2020,Western Alliance Bank
93274,FRANK'S AUTOMOTIVE INC,1520 S J St,TULARE,CA,811198.0,Subchapter S Corporation,9.0,4/13/2020,Mechanics Bank
94602,FRED FINCH YOUTH CENTER,3800 COOLIDGE AVE,OAKLAND,CA,621112.0,Non-Profit Organization,362.0,4/5/2020,City National Bank
94107,FREE STREAM MEDIA CORP.,118 KING STREET,SAN FRANCISCO,CA,515210.0,Corporation,250.0,4/15/2020,Pacific Western Bank
92590,"FREEDOM FOREVER, LLC",43445 BUSINESS PARK DR,TEMECULA,CA,221122.0,Limited  Liability Company(LLC),450.0,4/27/2020,City National Bank
94105,FRONTEO USA INC,611 MISSIO ST 4TH FLOOR,SAN FRANCISCO,CA,541199.0,Corporation,434.0,5/18/2020,"MUFG Union Bank, National Association"
92130,FUN EATS AND DRINKS LLC,12730 HIGH BLUFF DR SUITE 250,SAN DIEGO,CA,722513.0,Limited  Liability Company(LLC),0.0,4/14/2020,"C3Bank, National Association"
91343,"GALPIN MOTORS, INC",15505 ROSCOE BLVD,NORTH HILLS,CA,441110.0,Corporation,367.0,4/11/2020,Sunwest Bank
94520,"GARAVENTA ENTERPRISES, INC.",4080 Mallard Drive,CONCORD,CA,562111.0,Corporation,417.0,4/27/2020,"MUFG Union Bank, National Association"
95112,GARDNER FAMILY HEALTH NETWORK INC,160 E Virginia St Ste 100,SAN JOSE,CA,621498.0,Non-Profit Organization,490.0,4/30/2020,"Bank of America, National Association"
94010,GARRATT CALLAHAN COMPANY,50 Ingold Road,BURLINGAME,CA,221310.0,Corporation,380.0,4/12/2020,"MUFG Union Bank, National Association"
93901,"GARY AND BECKY VICK, INC.",40 WINHAM ST,SALINAS,CA,722513.0,Subchapter S Corporation,172.0,4/14/2020,Mechanics Bank
94133,GDM HOTEL PROPERTIES LLC,909 Montgomery St Ste 400,SAN FRANCISCO,CA,721110.0,Limited  Liability Company(LLC),0.0,4/28/2020,First Republic Bank
92780,GENEVA STAFFING INC,15941 RED HILL SUITE 100,TUSTIN,CA,,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
94111,GETAROUND INC,55 Green St.,SAN FRANCISCO,CA,485999.0,Corporation,448.0,4/28/2020,Silicon Valley Bank
94901,"GHILOTTI BROS., INC.",525 JACOBY ST,SAN RAFAEL,CA,237310.0,Corporation,262.0,4/10/2020,Tri Counties Bank
95407,"GHILOTTI CONSTRUCTION COMPANY, INC.",246 Ghilotti Ave,SANTA ROSA,CA,237310.0,Corporation,348.0,4/14/2020,BMO Harris Bank National Association
90017,GHP MANAGEMENT INC.,1082 W 7th Street,LOS ANGELES,CA,531312.0,Subchapter S Corporation,425.0,4/28/2020,"U.S. Bank, National Association"
94608,GIAMPOLINI & CO.,1482 67TH ST,EMERYVILLE,CA,238990.0,Corporation,344.0,4/9/2020,California Bank of Commerce
90040,"GIBSON OVERSEAS, INC.",2410 YATES AVE,COMMERCE,CA,423220.0,Corporation,460.0,4/15/2020,"MUFG Union Bank, National Association"
94080,GINO MORENA ENTERPRISES LLC,111 Starlite St,SOUTH SAN FRANCISCO,CA,812112.0,Limited  Liability Company(LLC),500.0,5/3/2020,"Bank of America, National Association"
92110,GLENN A RICK ENGINEERING AND DEVELOPMENT CO.,5620 Friars Rd.,SAN DIEGO,CA,541330.0,Corporation,500.0,5/3/2020,"Zions Bank, A Division of"
93309,"GOLDEN EMPIRE MORTGAGE, INC.",1200 Discovery Drive Suite 300,BAKERSFIELD,CA,522292.0,Subchapter S Corporation,489.0,4/10/2020,Valley Republic Bank
94123,GOLDEN GATE NATIONAL PARKS CONSERVANCY,201 FORT MASON 3rd Floor,SAN FRANCISCO,CA,712190.0,Professional Association,338.0,4/8/2020,City National Bank
94105,GOLDEN GATE UNIVERSITY,536 Mission St,SAN FRANCISCO,CA,611310.0,Non-Profit Organization,354.0,4/27/2020,First Republic Bank
95355,"GOULD MEDICAL GROUP, INC.",600 COFFEE RD,MODESTO,CA,621111.0,Corporation,459.0,4/14/2020,"Bank of America, National Association"
91344,GRANADA HILLS CHARTER,10535 ZELZAH AVE,GRANADA HILLS,CA,611110.0,Non-Profit Organization,443.0,4/11/2020,East West Bank
90025,"GREAT AMERICAN CHICKEN CORP, INC.","1990 S Bundy Dr., Suite 250",LOS ANGELES,CA,722513.0,Corporation,0.0,4/4/2020,Woodforest National Bank
91105,GREYSTONE INVESTMENT ASSOCIATES INC,46 E Colorado Blvd,PASADENA,CA,722511.0,Subchapter S Corporation,26.0,4/27/2020,Celtic Bank Corporation
90045,GRILL CONCEPTS INC,6171 W Century Blvd Ste 360,LOS ANGELES,CA,722511.0,Subchapter S Corporation,500.0,4/14/2020,"Bank of America, National Association"
92627,GRISWOLD INDUSTRIES,1701 PLACENTIA AVE,COSTA MESA,CA,332912.0,Subchapter S Corporation,492.0,4/11/2020,Comerica Bank
95008,GROUPWARE TECHNOLOGY INC,541 DIVISION STREET,CAMPBELL,CA,541512.0,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
94010,GUITTARD CHOCOLATE HOLDINGS CO,10 GUITTARD RD.,BURLINGAME,CA,311351.0,Sole Proprietorship,,5/3/2020,"Wells Fargo Bank, National Association"
90401,GUMGUM INC,"1314 7th Street, 4th Floor, 6th Floor",SANTA MONICA,CA,541890.0,Corporation,297.0,4/29/2020,Silicon Valley Bank
90280,GWLA ACQUISITION CORP,8600 Rheem Ave,SOUTH GATE,CA,327215.0,Corporation,500.0,4/10/2020,"Zions Bank, A Division of"
93307,H.F. COX INC.,118 Cox Transport Way,BAKERSFIELD,CA,484220.0,Subchapter S Corporation,324.0,4/11/2020,Valley Republic Bank
93301,HALL AMBULANCE SERVICE INC,1001  21ST ST,BAKERSFIELD,CA,621910.0,Corporation,458.0,4/11/2020,Comerica Bank
93940,HARBINGER GROUP LLC,9777 Blue Larkspur Ln Ste 102,MONTEREY,CA,424480.0,Limited  Liability Company(LLC),421.0,4/15/2020,"Bank of America, National Association"
91105,HARBOR RAIL SERVICES COMPANY,1550 W. COLORADO BLVD,PASADENA,CA,488210.0,Corporation,450.0,4/11/2020,City National Bank
90745,"HARDIN HOLDINGS, INC.",22707 S. WILMINGTON AVE,CARSON,CA,562910.0,Corporation,473.0,4/15/2020,Comerica Bank
91103,HATHAWAY-SYCAMORES CHILD AND FAMILY SERVICES,100 West Walnut Street Suite 375,PASADENA,CA,624110.0,Corporation,500.0,4/27/2020,"Harvest Small Business Finance, LLC"
92651,"HAVEN HEALTH GROUP, LLC","31752 COAST HWY, STE 300",LAGUNA BEACH,CA,623110.0,Limited  Liability Company(LLC),500.0,4/10/2020,East West Bank
92127,HAWTHORNE MACHINERY CO.,16945 CAMINO SAN BERNARDO,SAN DIEGO,CA,423810.0,Corporation,489.0,4/6/2020,Comerica Bank
93308,"HEART HOSPITAL OF BK, LLC",3001 SILLECT AVE,BAKERSFIELD,CA,622110.0,Limited  Liability Company(LLC),417.0,4/8/2020,Pacific Premier Bank
91108,HENRY E. HUNTINGTON LIBRARY AND ART GALLERY,1151 OXFORD RD,SAN MARINO,CA,712110.0,Non-Profit Organization,487.0,4/9/2020,City National Bank
93012,HI-TEMP INSULATION,4700 CALLE ALTO,CAMARILLO,CA,332119.0,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
90041,HILLSIDES,815 COLORADO BLVD SUITE 300,LOS ANGELES,CA,623220.0,Non-Profit Organization,480.0,4/30/2020,City National Bank
94105,"HIRED, INC.",612 HOWARD ST #100,SAN FRANCISCO,CA,561311.0,Corporation,156.0,4/13/2020,Central Pacific Bank
91764,HMC HOLDINGS,3546 Concours St.,ONTARIO,CA,541310.0,Subchapter S Corporation,351.0,4/30/2020,"Zions Bank, A Division of"
90755,"HOF'S HUT RESTAURANT, INC.",2601 E WILLOW ST,SIGNAL HILL,CA,722511.0,Subchapter S Corporation,500.0,4/7/2020,City National Bank
90601,"HOME ORGANIZERS, INC.",3860 CAPITOL AVE,CITY OF INDUSTRY,CA,551114.0,Corporation,464.0,4/27/2020,"OneWest Bank, A Division of"
94105,HOMELIGHT INC.,"100 1st Street, Suite 2600",SAN FRANCISCO,CA,531210.0,Corporation,213.0,4/10/2020,"BankUnited, National Association"
92590,HOSOPO INC,27368 Via Industria,TEMECULA,CA,238210.0,Corporation,113.0,4/14/2020,Pacific Mercantile Bank
94939,HOSPICE BY THE BAY,17 E SIR FRANCIS DRAKE BLVD,LARKSPUR,CA,621610.0,Non-Profit Organization,399.0,4/27/2020,Bank of Marin
92069,"HOSPITALITY TEAM MEMBERS, INC.",300 RANCHEROS DR,SAN MARCOS,CA,721199.0,Corporation,442.0,4/6/2020,Western Alliance Bank
92037,"HOST HEALTHCARE, INC.",4225 EXECUTIVE SQ Ste 1500,LA JOLLA,CA,561320.0,Corporation,485.0,4/28/2020,Bank of the West
92618,"HUNSAKER &#X26; ASSOCIATES IRVINE, INC.",3 HUGHES,IRVINE,CA,,Corporation,205.0,5/3/2020,"MUFG Union Bank, National Association"
94925,IL FORNAIO (AMERICA) LLC,"770 TAMALPAIS DR, SUITE 400",CORTE MADERA,CA,722511.0,Limited  Liability Company(LLC),0.0,6/23/2020,Signature Bank
95032,"IMPETUS TECHNOLOGIES, INC.",720 UNIVERSITY AVE,LOS GATOS,CA,541519.0,Corporation,221.0,5/3/2020,"MUFG Union Bank, National Association"
92108,INNOVASYSTEMS INTL LLC,2385 Northside Drive Ste 300,SAN DIEGO,CA,453998.0,Sole Proprietorship,300.0,4/14/2020,"Readycap Lending, LLC"
92626,INNOVATIVE CONSTRUCTION SOLUTI,575 ANTON BLVD Ste 850,COSTA MESA,CA,541620.0,Corporation,243.0,4/10/2020,Umpqua Bank
94560,INTELLISWIFT SOFTWARE INC,39600 BALENTINE DR STE 200,NEWARK,CA,541511.0,Corporation,425.0,5/3/2020,"Bank of America, National Association"
90301,INTERDENT SERVICE CORPORATION,9800 S. La Cienega Blvd.#800,INGLEWOOD,CA,561110.0,Corporation,500.0,4/27/2020,GBC International Bank
92121,"INVIVOSCRIBE, INC.",10222 Barnes Canyon Rd. Bldg 1,SAN DIEGO,CA,541711.0,Corporation,177.0,4/13/2020,Bank of the West
92008,"ISLANDS RESTAURANTS, L.P.",5760 Fleet St Suite 100 0.0,CARLSBAD,CA,722511.0,Partnership,500.0,4/14/2020,"JPMorgan Chase Bank, National Association"
90301,ITO INCORPORATED,431 ISIS AVE,INGLEWOOD,CA,722310.0,Subchapter S Corporation,500.0,4/9/2020,City National Bank
94158,"J DAVID GLADSTONE INSTITUTES, THE",1650 Owens St,SAN FRANCISCO,CA,541720.0,Non-Profit Organization,430.0,5/3/2020,"Bank of America, National Association"
91355,"J.T. WIMSATT CONTRACTING CO., INC.","28064 AVENUE STANFORD, Unit B",VALENCIA,CA,238110.0,Corporation,235.0,4/27/2020,Preferred Bank
94403,J.W. MCCLENAHAN CO,2301 PALM AVE,SAN MATEO,CA,238220.0,Corporation,159.0,4/7/2020,Western Alliance Bank
90405,JAKKS PACIFIC INC,2951 28TH STREET,SANTA MONICA,CA,423920.0,Corporation,0.0,5/6/2020,"Wells Fargo Bank, National Association"
92612,"JAMS, INC.",18881 VON KARMAN AVE Suite 350,IRVINE,CA,541990.0,Subchapter S Corporation,242.0,4/7/2020,City National Bank
91935,JAMUL INDIAN VILLAGE DEVELOPMENT CORP,14145 CAMPO RD,JAMUL,CA,713210.0,Corporation,500.0,4/30/2020,"U.S. Bank, National Association"
91406,JEI HOLDINGS LLC,16700 ROSCOE BLVD HNGR C,VAN NUYS,CA,481211.0,Limited  Liability Company(LLC),409.0,4/8/2020,Fifth Third Bank
94533,JELLY BELLY CANDY COMPANY,1 Jelly Belly Lane,FAIRFIELD,CA,311340.0,Corporation,500.0,4/27/2020,"Bank of America, National Association"
91402,"JERRY LEIGH OF CALIFORNIA, INC",7860 Nelson Road,VAN NUYS,CA,525920.0,Corporation,455.0,4/11/2020,"MUFG Union Bank, National Association"
94545,JMR BAY AREA ENTERPRISES LLC,25920 Eden Landing Rd,HAYWARD,CA,423830.0,Limited  Liability Company(LLC),293.0,4/14/2020,"Bank of America, National Association"
94545,JON K. TAKATA CORPORATION,4142 POINT EDEN WAY,HAYWARD,CA,562910.0,Corporation,372.0,4/11/2020,Comerica Bank
90061,"JONATHAN LOUIS INTERNATIONAL, LTD.",12919 South Figueroa St,LOS ANGELES,CA,337121.0,Corporation,500.0,4/15/2020,"Harvest Small Business Finance, LLC"
94111,JYVE CORPORATION,832 Sansome 1st Fl,SAN FRANCISCO,CA,511210.0,Corporation,376.0,4/12/2020,Silicon Valley Bank
95765,KALESTA HEALTHCARE GROUP,599 Menlo Drive,ROCKLIN,CA,623312.0,Limited  Liability Company(LLC),500.0,4/28/2020,IncredibleBank
92618,KARMA AUTOMOTIVE LLC,9950 Jeronimo Road 0,IRVINE,CA,336111.0,Limited  Liability Company(LLC),463.0,4/27/2020,"Citibank, N.A."
94560,KATEEVA INC,7015 GATEWAY BLVD,NEWARK,CA,423830.0,Corporation,275.0,4/10/2020,East West Bank
94545,KEECO LLC,26460 CORPORATE AVE SUITE 250,HAYWARD,CA,314999.0,Limited  Liability Company(LLC),500.0,4/29/2020,IBERIABANK
91746,"KELLWOOD APPAREL, LLC",13071 Temple Ave 0.0,CITY OF INDUSTRY,CA,424330.0,Limited  Liability Company(LLC),490.0,4/15/2020,"JPMorgan Chase Bank, National Association"
92614,"KIMCO STAFFING SERVICES, INC.",17872 COWAN,IRVINE,CA,561320.0,Subchapter S Corporation,500.0,4/11/2020,City National Bank
92626,"KING'S SEAFOOD COMPANY, LLC",3185 AIRWAY AVE,COSTA MESA,CA,722511.0,Limited  Liability Company(LLC),500.0,4/14/2020,City National Bank
92121,"KINGS & CONVICTS BP, LLC",9045 Carroll Way 0.0,SAN DIEGO,CA,722410.0,Limited  Liability Company(LLC),500.0,4/9/2020,"JPMorgan Chase Bank, National Association"
90245,KINKISHARYO INTERNATIONAL LLC,1960 E GRAND AVE Ste 1210,EL SEGUNDO,CA,336510.0,Limited  Liability Company(LLC),319.0,4/7/2020,City National Bank
92821,KIRKHILL AIRCRAFT PARTS CO,3120 ENTERPRISE STREET,BREA,CA,423860.0,Subchapter S Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
92614,"KNOBBE, MARTENS, OLSON & BEAR, LLP",2040 Main Street   14th Floor 0.0,IRVINE,CA,541110.0,Partnership,461.0,4/10/2020,"JPMorgan Chase Bank, National Association"
92618,"KORE1, LLC",530 Technology Dr. 150,IRVINE,CA,561311.0,Limited  Liability Company(LLC),283.0,4/7/2020,CommerceWest Bank
90017,"KOREAN AIR LINES CO, LTD",900 WILSHIRE BLVD STE 1100,LOS ANGELES,CA,481111.0,Corporation,500.0,4/29/2020,"HSBC Bank USA, National Association"
94110,KQED INC,2601 Mariposa St,SAN FRANCISCO,CA,813319.0,Non-Profit Organization,419.0,4/9/2020,"CRF Small Business Loan Company, LLC"
92614,"KTGY GROUP, INC.",17911 VON KARMAN AVE,IRVINE,CA,541310.0,Corporation,318.0,4/15/2020,Pacific Western Bank
92606,"LA JOLLA GROUP, INC.",14350 MYFORD RD,IRVINE,CA,448150.0,Subchapter S Corporation,98.0,4/7/2020,City National Bank
92037,LA JOLLA INSTITUTE FOR IMMUNOLOGY,9420 ATHENA CIR,LA JOLLA,CA,621511.0,Non-Profit Organization,376.0,4/5/2020,"Bank of Southern California, National Association"
94549,LAFAYETTE YOUTH BASEBALL ASSOCIATION,PO BOX 395,LAFAYETTE,CA,814110.0,Corporation,,5/6/2020,Radius Bank
94111,LANDMARK WORLDWIDE LLC,353 SACRAMENTO ST Suite 200,SAN FRANCISCO,CA,611699.0,Limited  Liability Company(LLC),267.0,4/29/2020,Comerica Bank
91355,"LANDSCAPE DEVELOPMENT, INC.",28447 Witherspoon Parkway,VALENCIA,CA,561730.0,Subchapter S Corporation,500.0,5/6/2020,Bank of the West
90211,"LASERAWAY MEDICAL GROUP, INC.",307 S. ROBERTSON BLVD,BEVERLY HILLS,CA,812112.0,Corporation,411.0,4/11/2020,"Bank of Southern California, National Association"
92626,LAZY DOG RESTAURANTS LLC,"3337 Susan St., Ste 100",COSTA MESA,CA,722511.0,Limited  Liability Company(LLC),500.0,4/7/2020,First Horizon Bank
90404,LEAF GROUP LTD.,1655 26th Street,SANTA MONICA,CA,519130.0,Corporation,332.0,4/13/2020,Silicon Valley Bank
94404,LEGACY/COLLIER HOLDINGS LLC,950 Tower Lane Suite 900,FOSTER CITY,CA,531110.0,Limited  Liability Company(LLC),75.0,4/9/2020,"JPMorgan Chase Bank, National Association"
90266,LES BEAUX INTERIORS INC,224 CENTER PL,MANHATTAN BEACH,CA,337122.0,Subchapter S Corporation,9.0,4/15/2020,Idaho First Bank
92154,LETTER RIDE LLC,6120 BUSINESS CENTER COURT SUITE 500,SAN DIEGO,CA,492110.0,Limited  Liability Company(LLC),,5/3/2020,"Wells Fargo Bank, National Association"
94551,LILJA CORP.,229 Rickenbacker Cir.,LIVERMORE,CA,238990.0,Subchapter S Corporation,127.0,4/12/2020,California Bank of Commerce
90250,"LITHOGRAPHIX, INC.",12250 CRENSHAW BLVD,HAWTHORNE,CA,323111.0,Corporation,282.0,4/11/2020,Bank of the West
90808,LOS COYOTES VETERINARY PRACTICE PC,3599 N LOS COYOTES DIAGONAL STE B,LONG BEACH,CA,541940.0,Corporation,10.0,5/3/2020,"Bank of America, National Association"
90068,LOTUS COMMUNICATIONS CORP.,330 BARHAM BLVD,LOS ANGELES,CA,515112.0,Corporation,250.0,4/3/2020,City National Bank
92617,"LPA, INC.","5301 California Avenue, Suite 100",IRVINE,CA,541310.0,Corporation,400.0,4/13/2020,"Zions Bank, A Division of"
90502,LUNDQUIST INSTITUTE FOR BIOMEDICAL INNOVATION AT HARBOR-UCLA MEDICAL CENTER,1124 W. CARSON ST MRL #444,TORRANCE,CA,541714.0,Non-Profit Organization,500.0,4/12/2020,Pacific Premier Bank
95037,"LUSAMERICA FOODS, INC.",16480 RAILROAD AVE,MORGAN HILL,CA,424460.0,Subchapter S Corporation,360.0,4/6/2020,City National Bank
91342,"M.S. AEROSPACE, INC.",13928 Balboa Blvd,SYLMAR,CA,332722.0,Corporation,417.0,4/8/2020,City National Bank
94583,MAC-D CONCORD INC,2268 Camino Ramon 0.0,SAN RAMON,CA,722513.0,Subchapter S Corporation,500.0,4/10/2020,"JPMorgan Chase Bank, National Association"
90067,MACIAS GINI & COMPANY LLP,2020 CENTURY PARK Suite 1500,LOS ANGELES,CA,541211.0,Partnership,336.0,4/7/2020,City National Bank
92121,"MAD ENGINE, LLC",6740 COBRA WAY Ste 100,SAN DIEGO,CA,424320.0,Limited  Liability Company(LLC),244.0,4/14/2020,Comerica Bank
94596,"MADSEN, KNEPPERS AND ASSOCIATES, INC.",100 PRINGLE AVE STE 340,WALNUT CREEK,CA,541618.0,Corporation,294.0,4/15/2020,"Bank of America, National Association"
90012,MAGNOLIA EDUCATIONAL & RESEARCH FOUNDATION,250 E 1ST ST,LOS ANGELES,CA,541713.0,Non-Profit Organization,409.0,4/16/2020,"Citibank, N.A."
94538,"MAGNUM DRYWALL, INC",42027 Boscell Rd,FREMONT,CA,212321.0,Corporation,408.0,4/28/2020,BBVA USA
92704,MAIN ELECTRIC SUPPLY COMPANY LLC,3600 W SEGERSTROM AVE,SANTA ANA,CA,327110.0,Limited  Liability Company(LLC),487.0,4/8/2020,Umpqua Bank
94062,"MAINZ BRADY GROUP, INC.",PO Box 620375,WOODSIDE,CA,561320.0,Subchapter S Corporation,262.0,4/27/2020,Riverview Bank
90810,MANGAN INC,3901 Via Oro Ave,LONG BEACH,CA,541330.0,Corporation,425.0,4/27/2020,"MUFG Union Bank, National Association"
92024,"MANNA COLORADO, LLC",2339 11th Street,ENCINITAS,CA,722513.0,Limited  Liability Company(LLC),500.0,4/8/2020,The Huntington National Bank
92024,"MANNA DEVELOPMENT GROUP, LLC",2339 11th Street,ENCINITAS,CA,722513.0,Corporation,500.0,4/8/2020,The Huntington National Bank
90017,"MANNING & KASS, ELLROD, RAMIREZ TRESTER LLP",801 S FIGUEROA ST 15TH FLOOR,LOS ANGELES,CA,541110.0,Limited Liability Partnership,275.0,4/27/2020,Pacific Premier Bank
95694,"MARIANI NUT COMPANY, A CALIFORNIA GENERAL PARTNERSHIP",709 Dutton St,WINTERS,CA,115114.0,Partnership,484.0,4/27/2020,"Bank of America, National Association"
95688,"MARIANI PACKING CO., INC.",500 Crocker Drive,VACAVILLE,CA,311423.0,Corporation,415.0,4/7/2020,River City Bank
92868,"MARINA LANDSCAPE, INC.",3707 W GARDEN GROVE BLVD,ORANGE,CA,541320.0,Corporation,443.0,4/8/2020,Commercial Bank of California
91789,"MARKWINS BEAUTY BRANDS, INC",22067 Ferrero Parkway 0.0,CITY OF INDUSTRY,CA,325620.0,Corporation,269.0,4/9/2020,"JPMorgan Chase Bank, National Association"
95673,"MARQUES PIPELINE, INC.",7225  26TH ST,RIO LINDA,CA,237110.0,Corporation,,4/11/2020,Heritage Bank of Commerce
93535,MARROMAC INC,42913 Capital Dr Ste 106 0.0,LANCASTER,CA,722513.0,Corporation,500.0,4/11/2020,"JPMorgan Chase Bank, National Association"
90248,"MARTIN BROS./MARCOWALL, INC",17104 S FIGUEROA ST,GARDENA,CA,238310.0,Corporation,425.0,4/14/2020,Umpqua Bank
90302,MARVIN ENGINEERING CO INC.,261 W. BEACH AVE,INGLEWOOD,CA,336413.0,Corporation,500.0,4/29/2020,Comerica Bank
90007,MATCHMASTER DYEING & FINISHING,3750 S Broadway Place,LOS ANGELES,CA,313240.0,Corporation,500.0,4/11/2020,"MUFG Union Bank, National Association"
94520,MATRIX HG INC.,115 Mason Circle,CONCORD,CA,238220.0,Corporation,190.0,4/8/2020,"Zions Bank, A Division of"
